DATE,CN,AMT,PN
20190201,23,2318,-0.1298816885266985
20190201,5,1067,-0.1298816885266985
20190201,45,9296,-0.1298816885266985
20190201,59,13025,-0.1298816885266985
20190201,36,2999,-0.1298816885266985
20190201,23,686,-0.1298816885266985
20190201,27,6963,-0.1298816885266985
20190201,23,17446,-0.1298816885266985
20190201,32,1335,-0.1298816885266985
20190201,18,502,-0.1298816885266985
20190201,32,3104,-0.1298816885266985
20190201,5,203,-0.1298816885266985
20190201,14,728,-0.1298816885266985
20190201,5,484,-0.1298816885266985
20190201,5,181,-0.1298816885266985
20190201,5,9,-0.1298816885266985
20190201,18,3537,-0.1298816885266985
20190201,5,136,-0.1298816885266985
20190201,9,95,-0.1298816885266985
20190201,9,771,-0.1298816885266985
20190201,9,651,-0.1298816885266985
20190201,5,970,-0.1298816885266985
20190201,14,466,-0.1298816885266985
20190201,9,235,-0.1298816885266985
20190201,14,1610,-0.1298816885266985
20190201,41,5254,-0.1298816885266985
20190201,5,249,-0.1298816885266985
20190201,23,1045,-0.1298816885266985
20190201,9,63,-0.1298816885266985
20190201,14,1541,-0.1298816885266985
20190201,14,411,-0.1298816885266985
20190201,23,135,-0.1298816885266985
20190201,9,414,-0.1298816885266985
20190201,5,249,-0.1298816885266985
20190201,27,1125,-0.1298816885266985
20190201,9,635,-0.1298816885266985
20190201,5,88,-0.1298816885266985
20190201,5,34,-0.1298816885266985
20190201,9,36,-0.1298816885266985
20190201,9,522,-0.1298816885266985
20190201,23,2006,-0.1298816885266985
20190201,14,158,-0.1298816885266985
20190201,5,14,-0.1298816885266985
20190201,5,199,-0.1298816885266985
20190201,9,54,-0.1298816885266985
20190201,5,181,-0.1298816885266985
20190201,9,723,-0.1298816885266985
20190201,5,226,-0.1298816885266985
20190201,5,90,-0.1298816885266985
20190201,14,565,-0.1298816885266985
20190201,5,203,-0.1298816885266985
20190201,5,203,-0.1298816885266985
20190201,5,113,-0.1298816885266985
20190201,5,203,-0.1298816885266985
20190201,5,181,-0.1298816885266985
20190201,5,136,-0.1298816885266985
20190201,5,281,-0.1298816885266985
20190201,18,900,-0.1298816885266985
20190201,9,203,-0.1298816885266985
20190201,9,261,-0.1298816885266985
20190201,9,492,-0.1298816885266985
20190201,9,1206,-0.1298816885266985
20190201,5,263,-0.1298816885266985
20190201,32,864,-0.1298816885266985
20190201,5,9,-0.1298816885266985
20190201,5,281,-0.1298816885266985
20190201,9,697,-0.1298816885266985
20190201,9,486,-0.1298816885266985
20190201,5,658,-0.1298816885266985
20190201,5,353,-0.1298816885266985
20190201,9,588,-0.1298816885266985
20190201,5,136,-0.1298816885266985
20190201,5,136,-0.1298816885266985
20190201,9,384,-0.1298816885266985
20190201,5,3,-0.1298816885266985
20190201,5,14,-0.1298816885266985
20190201,5,24,-0.1298816885266985
20190201,5,655,-0.1298816885266985
20190201,5,638,-0.1298816885266985
20190201,16,644,-0.1298816885266985
20190201,5,32,-0.1298816885266985
20190201,5,271,-0.1298816885266985
20190201,5,108,-0.1298816885266985
20190201,5,271,-0.1298816885266985
20190201,5,325,-0.1298816885266985
20190201,22,729,-0.1298816885266985
20190201,27,371,-0.1298816885266985
20190201,5,14,-0.1298816885266985
20190201,11,1587,-0.1298816885266985
20190201,16,1515,-0.1298816885266985
20190201,11,1839,-0.1298816885266985
20190201,11,1266,-0.1298816885266985
20190201,27,143,-0.1298816885266985
20190201,11,2299,-0.1298816885266985
20190201,5,390,-0.1298816885266985
20190201,43,6345,-0.1298816885266985
20190201,11,108,-0.1298816885266985
20190201,5,844,-0.1298816885266985
20190201,5,189,-0.1298816885266985
20190201,5,216,-0.1298816885266985
20190201,16,839,-0.1298816885266985
20190201,11,541,-0.1298816885266985
20190201,5,108,-0.1298816885266985
20190201,5,433,-0.1298816885266985
20190201,11,1001,-0.1298816885266985
20190201,5,227,-0.1298816885266985
20190201,5,57,-0.1298816885266985
20190201,5,108,-0.1298816885266985
20190201,5,29,-0.1298816885266985
20190201,22,272,-0.1298816885266985
20190201,5,433,-0.1298816885266985
20190201,5,29,-0.1298816885266985
20190201,5,260,-0.1298816885266985
20190201,22,795,-0.1298816885266985
20190201,5,298,-0.1298816885266985
20190201,5,216,-0.1298816885266985
20190201,5,94,-0.1298816885266985
20190201,5,271,-0.1298816885266985
20190201,22,419,-0.1298816885266985
20190201,11,413,-0.1298816885266985
20190201,11,379,-0.1298816885266985
20190201,11,325,-0.1298816885266985
20190201,16,568,-0.1298816885266985
20190201,16,947,-0.1298816885266985
20190201,11,703,-0.1298816885266985
20190201,5,487,-0.1298816885266985
20190201,16,866,-0.1298816885266985
20190201,11,460,-0.1298816885266985
20190201,5,90,-0.1298816885266985
20190201,5,181,-0.1298816885266985
20190201,5,90,-0.1298816885266985
20190201,9,452,-0.1298816885266985
20190201,5,158,-0.1298816885266985
20190201,5,249,-0.1298816885266985
20190201,14,375,-0.1298816885266985
20190201,5,203,-0.1298816885266985
20190201,9,683,-0.1298816885266985
20190201,5,90,-0.1298816885266985
20190201,5,249,-0.1298816885266985
20190201,9,271,-0.1298816885266985
20190201,5,181,-0.1298816885266985
20190201,5,249,-0.1298816885266985
20190201,9,181,-0.1298816885266985
20190201,5,136,-0.1298816885266985
20190201,5,136,-0.1298816885266985
20190201,5,136,-0.1298816885266985
20190201,5,136,-0.1298816885266985
20190201,14,859,-0.1298816885266985
20190201,18,633,-0.1298816885266985
20190201,41,1492,-0.1298816885266985
20190201,5,226,-0.1298816885266985
20190201,5,181,-0.1298816885266985
20190201,27,972,-0.1298816885266985
20190201,86,3955,-0.1298816885266985
20190201,23,791,-0.1298816885266985
20190201,23,899,-0.1298816885266985
20190201,27,1040,-0.1298816885266985
20190201,32,1266,-0.1298816885266985
20190201,9,294,-0.1298816885266985
20190201,9,384,-0.1298816885266985
20190201,9,181,-0.1298816885266985
20190202,11,541,-0.1298816885266985
20190202,11,379,-0.1298816885266985
20190202,5,298,-0.1298816885266985
20190202,16,703,-0.1298816885266985
20190202,22,1055,-0.1298816885266985
20190202,5,243,-0.1298816885266985
20190202,5,162,-0.1298816885266985
20190202,5,325,-0.1298816885266985
20190202,5,325,-0.1298816885266985
20190202,5,216,-0.1298816885266985
20190202,11,514,-0.1298816885266985
20190202,5,135,-0.1298816885266985
20190202,22,1894,-0.1298816885266985
20190202,60,2976,-0.1298816885266985
20190202,11,298,-0.1298816885266985
20190202,5,379,-0.1298816885266985
20190202,5,985,-0.1298816885266985
20190202,27,2521,-0.1298816885266985
20190202,11,1212,-0.1298816885266985
20190202,5,177,-0.1298816885266985
20190202,5,89,-0.1298816885266985
20190202,5,68,-0.1298816885266985
20190202,5,633,-0.1298816885266985
20190202,5,1095,-0.1298816885266985
20190202,5,108,-0.1298816885266985
20190202,5,1095,-0.1298816885266985
20190202,11,352,-0.1298816885266985
20190202,11,328,-0.1298816885266985
20190202,5,460,-0.1298816885266985
20190202,5,200,-0.1298816885266985
20190202,54,2004,-0.1298816885266985
20190202,141,5160,-0.1298816885266985
20190202,22,358,-0.1298816885266985
20190202,22,1690,-0.1298816885266985
20190202,16,360,-0.1298816885266985
20190202,11,720,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,16,541,-0.1298816885266985
20190202,5,298,-0.1298816885266985
20190202,5,379,-0.1298816885266985
20190202,23,2377,-0.1298816885266985
20190202,95,8766,-0.1298816885266985
20190202,41,5674,-0.1298816885266985
20190202,72,12581,-0.1298816885266985
20190202,27,2588,-0.1298816885266985
20190202,54,14206,-0.1298816885266985
20190202,14,10604,-0.1298816885266985
20190202,14,2053,-0.1298816885266985
20190202,14,974,-0.1298816885266985
20190202,50,6022,-0.1298816885266985
20190202,9,36,-0.1298816885266985
20190202,81,7109,-0.1298816885266985
20190202,99,17456,-0.1298816885266985
20190202,127,19888,-0.1298816885266985
20190202,32,4847,-0.1298816885266985
20190202,81,10534,-0.1298816885266985
20190202,36,5196,-0.1298816885266985
20190202,41,3694,-0.1298816885266985
20190202,41,12235,-0.1298816885266985
20190202,9,728,-0.1298816885266985
20190202,23,1892,-0.1298816885266985
20190202,54,6554,-0.1298816885266985
20190202,18,1479,-0.1298816885266985
20190202,23,550,-0.1298816885266985
20190202,27,2916,-0.1298816885266985
20190202,9,421,-0.1298816885266985
20190202,9,350,-0.1298816885266985
20190202,18,5405,-0.1298816885266985
20190202,5,122,-0.1298816885266985
20190202,5,202,-0.1298816885266985
20190202,18,1151,-0.1298816885266985
20190202,27,1617,-0.1298816885266985
20190202,18,885,-0.1298816885266985
20190202,23,16012,-0.1298816885266985
20190202,14,830,-0.1298816885266985
20190202,14,2052,-0.1298816885266985
20190202,14,1946,-0.1298816885266985
20190202,5,73,-0.1298816885266985
20190202,27,43601,-0.1298816885266985
20190202,5,149,-0.1298816885266985
20190202,27,2730,-0.1298816885266985
20190202,23,1277,-0.1298816885266985
20190202,14,1994,-0.1298816885266985
20190202,14,1842,-0.1298816885266985
20190202,18,1109,-0.1298816885266985
20190202,9,1827,-0.1298816885266985
20190202,9,425,-0.1298816885266985
20190202,5,63,-0.1298816885266985
20190202,9,235,-0.1298816885266985
20190202,59,5113,-0.1298816885266985
20190202,9,477,-0.1298816885266985
20190202,32,2547,-0.1298816885266985
20190202,18,1498,-0.1298816885266985
20190202,9,1125,-0.1298816885266985
20190202,9,219,-0.1298816885266985
20190202,14,1310,-0.1298816885266985
20190202,9,574,-0.1298816885266985
20190202,14,393,-0.1298816885266985
20190202,18,1356,-0.1298816885266985
20190202,14,1232,-0.1298816885266985
20190202,14,887,-0.1298816885266985
20190202,5,53,-0.1298816885266985
20190202,14,1208,-0.1298816885266985
20190202,5,1094,-0.1298816885266985
20190202,18,997,-0.1298816885266985
20190202,14,497,-0.1298816885266985
20190202,5,35,-0.1298816885266985
20190202,9,1751,-0.1298816885266985
20190202,9,337,-0.1298816885266985
20190202,5,88,-0.1298816885266985
20190202,14,243,-0.1298816885266985
20190202,9,202,-0.1298816885266985
20190202,54,6616,-0.1298816885266985
20190202,63,3890,-0.1298816885266985
20190202,72,29639,-0.1298816885266985
20190202,45,3252,-0.1298816885266985
20190202,36,8050,-0.1298816885266985
20190202,27,636,-0.1298816885266985
20190202,18,3776,-0.1298816885266985
20190202,27,3189,-0.1298816885266985
20190202,41,16983,-0.1298816885266985
20190202,5,249,-0.1298816885266985
20190202,36,4097,-0.1298816885266985
20190202,86,13259,-0.1298816885266985
20190202,50,7232,-0.1298816885266985
20190202,36,2023,-0.1298816885266985
20190202,41,3123,-0.1298816885266985
20190202,36,23281,-0.1298816885266985
20190202,23,566,-0.1298816885266985
20190202,59,6389,-0.1298816885266985
20190202,63,5891,-0.1298816885266985
20190202,9,358,-0.1298816885266985
20190202,23,1055,-0.1298816885266985
20190202,18,1286,-0.1298816885266985
20190202,5,269,-0.1298816885266985
20190202,18,244,-0.1298816885266985
20190202,14,4217,-0.1298816885266985
20190202,5,32,-0.1298816885266985
20190202,5,181,-0.1298816885266985
20190202,5,113,-0.1298816885266985
20190202,32,3291,-0.1298816885266985
20190202,18,1063,-0.1298816885266985
20190202,18,1632,-0.1298816885266985
20190202,23,2028,-0.1298816885266985
20190202,36,3219,-0.1298816885266985
20190202,9,420,-0.1298816885266985
20190202,14,217,-0.1298816885266985
20190202,5,90,-0.1298816885266985
20190202,14,127,-0.1298816885266985
20190202,5,14,-0.1298816885266985
20190202,14,1242,-0.1298816885266985
20190202,14,1423,-0.1298816885266985
20190202,9,762,-0.1298816885266985
20190202,5,1749,-0.1298816885266985
20190202,5,18,-0.1298816885266985
20190202,5,52,-0.1298816885266985
20190202,5,893,-0.1298816885266985
20190202,18,1738,-0.1298816885266985
20190202,27,10963,-0.1298816885266985
20190202,9,154,-0.1298816885266985
20190202,14,1347,-0.1298816885266985
20190202,18,1620,-0.1298816885266985
20190202,5,316,-0.1298816885266985
20190202,5,226,-0.1298816885266985
20190202,9,339,-0.1298816885266985
20190202,9,565,-0.1298816885266985
20190202,5,203,-0.1298816885266985
20190202,5,203,-0.1298816885266985
20190202,5,226,-0.1298816885266985
20190202,9,172,-0.1298816885266985
20190202,14,590,-0.1298816885266985
20190202,9,240,-0.1298816885266985
20190202,5,330,-0.1298816885266985
20190202,14,1866,-0.1298816885266985
20190202,14,718,-0.1298816885266985
20190202,5,1139,-0.1298816885266985
20190202,5,326,-0.1298816885266985
20190202,5,203,-0.1298816885266985
20190202,14,810,-0.1298816885266985
20190202,5,459,-0.1298816885266985
20190202,5,652,-0.1298816885266985
20190202,5,203,-0.1298816885266985
20190202,5,723,-0.1298816885266985
20190202,5,136,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,5,181,-0.1298816885266985
20190202,9,542,-0.1298816885266985
20190202,5,407,-0.1298816885266985
20190202,5,316,-0.1298816885266985
20190202,14,746,-0.1298816885266985
20190202,5,411,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,9,701,-0.1298816885266985
20190202,5,294,-0.1298816885266985
20190202,5,181,-0.1298816885266985
20190202,5,703,-0.1298816885266985
20190202,11,795,-0.1298816885266985
20190202,5,655,-0.1298816885266985
20190202,5,5,-0.1298816885266985
20190202,5,16,-0.1298816885266985
20190202,5,22,-0.1298816885266985
20190202,5,815,-0.1298816885266985
20190202,5,16,-0.1298816885266985
20190202,11,3303,-0.1298816885266985
20190202,5,108,-0.1298816885266985
20190202,5,216,-0.1298816885266985
20190202,27,752,-0.1298816885266985
20190202,32,8087,-0.1298816885266985
20190202,5,5,-0.1298816885266985
20190202,11,1019,-0.1298816885266985
20190202,16,993,-0.1298816885266985
20190202,38,3481,-0.1298816885266985
20190202,5,1745,-0.1298816885266985
20190202,5,13,-0.1298816885266985
20190202,16,2253,-0.1298816885266985
20190202,65,5705,-0.1298816885266985
20190202,32,8521,-0.1298816885266985
20190202,11,2566,-0.1298816885266985
20190202,27,6204,-0.1298816885266985
20190202,32,4486,-0.1298816885266985
20190202,11,503,-0.1298816885266985
20190202,5,189,-0.1298816885266985
20190202,5,325,-0.1298816885266985
20190202,11,595,-0.1298816885266985
20190202,16,812,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,5,81,-0.1298816885266985
20190202,11,352,-0.1298816885266985
20190202,5,27,-0.1298816885266985
20190202,5,498,-0.1298816885266985
20190202,5,108,-0.1298816885266985
20190202,5,243,-0.1298816885266985
20190202,11,137,-0.1298816885266985
20190202,5,29,-0.1298816885266985
20190202,5,29,-0.1298816885266985
20190202,5,81,-0.1298816885266985
20190202,5,189,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,5,298,-0.1298816885266985
20190202,22,464,-0.1298816885266985
20190202,16,1028,-0.1298816885266985
20190202,5,298,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,5,77,-0.1298816885266985
20190202,11,514,-0.1298816885266985
20190202,70,2705,-0.1298816885266985
20190202,27,1132,-0.1298816885266985
20190202,32,1499,-0.1298816885266985
20190202,38,1872,-0.1298816885266985
20190202,16,812,-0.1298816885266985
20190202,11,406,-0.1298816885266985
20190202,11,121,-0.1298816885266985
20190202,5,135,-0.1298816885266985
20190202,5,158,-0.1298816885266985
20190202,5,158,-0.1298816885266985
20190202,14,746,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,5,181,-0.1298816885266985
20190202,9,362,-0.1298816885266985
20190202,9,588,-0.1298816885266985
20190202,5,249,-0.1298816885266985
20190202,5,158,-0.1298816885266985
20190202,9,276,-0.1298816885266985
20190202,14,1003,-0.1298816885266985
20190202,14,823,-0.1298816885266985
20190202,5,99,-0.1298816885266985
20190202,14,624,-0.1298816885266985
20190202,14,800,-0.1298816885266985
20190202,9,637,-0.1298816885266985
20190202,5,344,-0.1298816885266985
20190202,5,181,-0.1298816885266985
20190202,5,249,-0.1298816885266985
20190202,5,249,-0.1298816885266985
20190202,14,565,-0.1298816885266985
20190202,5,113,-0.1298816885266985
20190202,5,136,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,5,136,-0.1298816885266985
20190202,5,271,-0.1298816885266985
20190202,9,407,-0.1298816885266985
20190202,9,542,-0.1298816885266985
20190202,14,542,-0.1298816885266985
20190202,23,1153,-0.1298816885266985
20190202,5,136,-0.1298816885266985
20190202,9,407,-0.1298816885266985
20190202,32,1311,-0.1298816885266985
20190202,50,1650,-0.1298816885266985
20190202,5,113,-0.1298816885266985
20190202,5,334,-0.1298816885266985
20190202,9,565,-0.1298816885266985
20190202,23,1040,-0.1298816885266985
20190202,167,7074,-0.1298816885266985
20190202,54,2509,-0.1298816885266985
20190202,23,1288,-0.1298816885266985
20190202,9,249,-0.1298816885266985
20190202,14,497,-0.1298816885266985
20190202,9,660,-0.1298816885266985
20190202,14,592,-0.1298816885266985
20190202,5,90,-0.1298816885266985
20190203,5,108,-0.1298816885266985
20190203,5,27,-0.1298816885266985
20190203,22,649,-0.1298816885266985
20190203,11,406,-0.1298816885266985
20190203,5,108,-0.1298816885266985
20190203,5,325,-0.1298816885266985
20190203,5,271,-0.1298816885266985
20190203,22,1353,-0.1298816885266985
20190203,22,920,-0.1298816885266985
20190203,49,1758,-0.1298816885266985
20190203,16,1353,-0.1298816885266985
20190203,5,325,-0.1298816885266985
20190203,5,141,-0.1298816885266985
20190203,5,108,-0.1298816885266985
20190203,5,668,-0.1298816885266985
20190203,5,1095,-0.1298816885266985
20190203,11,1163,-0.1298816885266985
20190203,5,779,-0.1298816885266985
20190203,5,267,-0.1298816885266985
20190203,5,2618,-0.1298816885266985
20190203,5,61,-0.1298816885266985
20190203,16,1546,-0.1298816885266985
20190203,11,89,-0.1298816885266985
20190203,22,1028,-0.1298816885266985
20190203,16,963,-0.1298816885266985
20190203,11,58,-0.1298816885266985
20190203,5,400,-0.1298816885266985
20190203,22,1899,-0.1298816885266985
20190203,11,59,-0.1298816885266985
20190203,60,2221,-0.1298816885266985
20190203,81,2008,-0.1298816885266985
20190203,60,1972,-0.1298816885266985
20190203,11,868,-0.1298816885266985
20190203,16,1052,-0.1298816885266985
20190203,5,135,-0.1298816885266985
20190203,5,189,-0.1298816885266985
20190203,5,81,-0.1298816885266985
20190203,14,839,-0.1298816885266985
20190203,59,6289,-0.1298816885266985
20190203,86,11740,-0.1298816885266985
20190203,59,16070,-0.1298816885266985
20190203,77,11137,-0.1298816885266985
20190203,50,15099,-0.1298816885266985
20190203,27,2173,-0.1298816885266985
20190203,14,3183,-0.1298816885266985
20190203,23,1342,-0.1298816885266985
20190203,18,1886,-0.1298816885266985
20190203,9,362,-0.1298816885266985
20190203,54,8932,-0.1298816885266985
20190203,90,9341,-0.1298816885266985
20190203,68,9192,-0.1298816885266985
20190203,108,29195,-0.1298816885266985
20190203,72,16005,-0.1298816885266985
20190203,63,10548,-0.1298816885266985
20190203,41,8216,-0.1298816885266985
20190203,18,3693,-0.1298816885266985
20190203,41,23407,-0.1298816885266985
20190203,14,129,-0.1298816885266985
20190203,27,4214,-0.1298816885266985
20190203,14,1382,-0.1298816885266985
20190203,9,465,-0.1298816885266985
20190203,18,7276,-0.1298816885266985
20190203,14,3208,-0.1298816885266985
20190203,5,42,-0.1298816885266985
20190203,5,1510,-0.1298816885266985
20190203,5,2831,-0.1298816885266985
20190203,5,316,-0.1298816885266985
20190203,18,3562,-0.1298816885266985
20190203,5,705,-0.1298816885266985
20190203,41,4163,-0.1298816885266985
20190203,32,4810,-0.1298816885266985
20190203,23,955,-0.1298816885266985
20190203,32,2649,-0.1298816885266985
20190203,18,4272,-0.1298816885266985
20190203,14,112,-0.1298816885266985
20190203,23,1847,-0.1298816885266985
20190203,5,669,-0.1298816885266985
20190203,23,4013,-0.1298816885266985
20190203,9,1445,-0.1298816885266985
20190203,23,3001,-0.1298816885266985
20190203,14,1999,-0.1298816885266985
20190203,5,129,-0.1298816885266985
20190203,5,1064,-0.1298816885266985
20190203,18,5776,-0.1298816885266985
20190203,9,3304,-0.1298816885266985
20190203,9,446,-0.1298816885266985
20190203,23,2204,-0.1298816885266985
20190203,36,4396,-0.1298816885266985
20190203,23,2249,-0.1298816885266985
20190203,9,864,-0.1298816885266985
20190203,18,5771,-0.1298816885266985
20190203,5,68,-0.1298816885266985
20190203,9,581,-0.1298816885266985
20190203,5,231,-0.1298816885266985
20190203,9,276,-0.1298816885266985
20190203,5,398,-0.1298816885266985
20190203,5,494,-0.1298816885266985
20190203,5,18,-0.1298816885266985
20190203,5,18,-0.1298816885266985
20190203,14,289,-0.1298816885266985
20190203,5,118,-0.1298816885266985
20190203,9,237,-0.1298816885266985
20190203,14,56,-0.1298816885266985
20190203,5,88,-0.1298816885266985
20190203,5,18,-0.1298816885266985
20190203,5,236,-0.1298816885266985
20190203,50,11518,-0.1298816885266985
20190203,50,9707,-0.1298816885266985
20190203,77,8454,-0.1298816885266985
20190203,59,8963,-0.1298816885266985
20190203,36,2812,-0.1298816885266985
20190203,41,2725,-0.1298816885266985
20190203,14,820,-0.1298816885266985
20190203,27,3399,-0.1298816885266985
20190203,32,4860,-0.1298816885266985
20190203,9,3245,-0.1298816885266985
20190203,23,4567,-0.1298816885266985
20190203,95,13569,-0.1298816885266985
20190203,72,11724,-0.1298816885266985
20190203,72,8306,-0.1298816885266985
20190203,63,6323,-0.1298816885266985
20190203,36,6295,-0.1298816885266985
20190203,27,4415,-0.1298816885266985
20190203,45,4665,-0.1298816885266985
20190203,45,8052,-0.1298816885266985
20190203,5,271,-0.1298816885266985
20190203,18,494,-0.1298816885266985
20190203,23,2992,-0.1298816885266985
20190203,18,3066,-0.1298816885266985
20190203,23,2552,-0.1298816885266985
20190203,14,863,-0.1298816885266985
20190203,5,93,-0.1298816885266985
20190203,14,1406,-0.1298816885266985
20190203,5,407,-0.1298816885266985
20190203,18,1288,-0.1298816885266985
20190203,32,1285,-0.1298816885266985
20190203,14,1028,-0.1298816885266985
20190203,36,2348,-0.1298816885266985
20190203,23,1503,-0.1298816885266985
20190203,9,235,-0.1298816885266985
20190203,14,2153,-0.1298816885266985
20190203,9,145,-0.1298816885266985
20190203,9,63,-0.1298816885266985
20190203,9,960,-0.1298816885266985
20190203,5,691,-0.1298816885266985
20190203,18,2163,-0.1298816885266985
20190203,5,353,-0.1298816885266985
20190203,5,398,-0.1298816885266985
20190203,14,490,-0.1298816885266985
20190203,5,11,-0.1298816885266985
20190203,14,753,-0.1298816885266985
20190203,5,52,-0.1298816885266985
20190203,5,203,-0.1298816885266985
20190203,5,203,-0.1298816885266985
20190203,14,633,-0.1298816885266985
20190203,5,226,-0.1298816885266985
20190203,5,294,-0.1298816885266985
20190203,5,294,-0.1298816885266985
20190203,9,542,-0.1298816885266985
20190203,5,316,-0.1298816885266985
20190203,5,316,-0.1298816885266985
20190203,5,181,-0.1298816885266985
20190203,9,294,-0.1298816885266985
20190203,5,90,-0.1298816885266985
20190203,23,1213,-0.1298816885266985
20190203,5,385,-0.1298816885266985
20190203,5,485,-0.1298816885266985
20190203,9,158,-0.1298816885266985
20190203,9,586,-0.1298816885266985
20190203,5,260,-0.1298816885266985
20190203,18,1172,-0.1298816885266985
20190203,5,434,-0.1298816885266985
20190203,5,814,-0.1298816885266985
20190203,9,407,-0.1298816885266985
20190203,5,407,-0.1298816885266985
20190203,14,362,-0.1298816885266985
20190203,5,158,-0.1298816885266985
20190203,5,655,-0.1298816885266985
20190203,11,65,-0.1298816885266985
20190203,5,3,-0.1298816885266985
20190203,11,1178,-0.1298816885266985
20190203,5,5,-0.1298816885266985
20190203,11,162,-0.1298816885266985
20190203,5,8,-0.1298816885266985
20190203,5,817,-0.1298816885266985
20190203,5,16,-0.1298816885266985
20190203,5,271,-0.1298816885266985
20190203,5,5,-0.1298816885266985
20190203,65,1625,-0.1298816885266985
20190203,38,3173,-0.1298816885266985
