DATE,PN,CN
200513,-0.5076049500041538,4120
200514,-0.5076049500041538,3808
200515,-0.5076049500041538,3610
200516,-0.5076049500041538,558
200517,-0.5076049500041541,209
200518,-0.5076049500041538,6461
200519,-0.5076049500041538,4618
200520,-0.5076049500041538,4258
200521,-0.5076049500041538,3757
200522,-0.5076049500041538,3631
200523,-0.5076049500041538,694
200524,-0.5076049500041541,203
200525,-0.5076049500041538,6743
200526,-0.5076049500041538,4250
200527,-0.5076049500041538,3920
200528,-0.5076049500041538,3859
200529,-0.5076049500041538,3189
200530,-0.5076049500041538,497
200531,-0.5076049500041541,180
