3.PN 변수까지 실행한 결과,,
off_acco 오프라인 숙박,,
,,
DATE,PN,CN
20200512,-0.50760495,2147
20200513,-0.50760495,2423
20200514,-0.50760495,2814
20200515,-0.50760495,3018
20200516,-0.50760495,4349
20200517,-0.50760495,4161
20200518,-0.50760495,2627
20200519,-0.50760495,2500
20200520,-0.50760495,2523
20200521,-0.50760495,2933
20200522,-0.50760495,3480
20200523,-0.50760495,4459
20200524,-0.50760495,4174
20200525,-0.50760495,2563
20200526,-0.50760495,2707
20200527,-0.50760495,2882
20200528,-0.50760495,2733
20200529,-0.50760495,3392
20200530,-0.50760495,4585
20200531,-0.50760495,4318
