DATE,PN,CN
20190503,0.17681125402450182,107992
20190504,0.17681125402450187,69291
20190505,0.17681125402450368,12547
20190506,0.1768112540245021,40313
20190507,0.1768112540245018,119893
20190508,0.17681125402450185,97031
20190509,0.17681125402450185,93499
20190510,0.17681125402450182,101196
20190511,0.17681125402450185,73667
20190512,0.1768112540245037,14386
20190513,0.1768112540245018,115756
20190514,0.17681125402450185,97514
20190515,0.17681125402450185,93850
20190516,0.17681125402450185,89821
20190517,0.17681125402450185,98345
20190518,0.17681125402450187,67342
20190519,0.17681125402450373,10642
20190520,0.1768112540245018,112016
20190521,0.17681125402450185,95383
20190522,0.17681125402450185,91499
20190523,0.17681125402450185,89664
20190524,0.17681125402450185,98210
20190525,0.1768112540245019,66455
20190526,0.17681125402450393,11077
20190527,0.17681125402450182,107586
20190528,0.17681125402450182,100003
20190529,0.17681125402450182,92292
20190530,0.17681125402450187,91537
20190531,0.17681125402450185,96891
20200201,-0.54629235714674,73058
20200202,-0.54629235714674,13408
20200203,-0.54629235714674,118467
20200204,-0.54629235714674,96910
20200205,-0.54629235714674,88287
20200206,-0.54629235714674,86467
20200207,-0.54629235714674,96953
20200208,-0.54629235714674,65780
20200209,-0.54629235714674,9393
20200210,-0.54629235714674,108729
20200211,-0.54629235714674,92409
20200212,-0.54629235714674,80042
20200213,-0.54629235714674,85061
20200214,-0.54629235714674,93359
20200215,-0.54629235714674,62544
20200216,-0.54629235714674,9511
20200217,-0.54629235714674,100163
20200218,-0.54629235714674,91143
20200219,-0.54629235714674,85590
20200220,-0.54629235714674,84459
20200221,-0.54629235714674,90478
20200222,-0.54629235714674,55078
20200223,-0.54629235714674,8409
20200224,-0.54629235714674,103611
20200225,-0.54629235714674,77238
20200226,-0.54629235714674,75619
20200227,-0.54629235714674,71063
20200228,-0.54629235714674,70218
20200301,-0.07592485348383547,8691
20200302,-0.07592485348383674,89662
20200303,-0.07592485348383665,70570
20200304,-0.07592485348383654,65247
20200305,-0.07592485348383661,67702
20200306,-0.07592485348383675,82418
20200307,-0.07592485348383647,55741
20200308,-0.07592485348383549,8211
20200309,-0.0759248534838368,95875
20200310,-0.07592485348383674,78524
20200311,-0.0759248534838368,84975
20200312,-0.07592485348383675,81948
20200313,-0.07592485348383679,88297
20200314,-0.07592485348383674,70452
20200315,-0.0759248534838352,11165
20200316,-0.07592485348383686,99264
20200317,-0.07592485348383678,87265
20200318,-0.07592485348383675,85562
20200319,-0.07592485348383678,81808
20200320,-0.07592485348383682,92387
20200321,-0.07592485348383676,74070
20200322,-0.0759248534838352,12556
20200323,-0.07592485348383682,104047
20200324,-0.07592485348383679,92934
20200325,-0.07592485348383676,89073
20200326,-0.07592485348383672,88145
20200327,-0.07592485348383679,96951
20200328,-0.07592485348383676,74012
20200329,-0.07592485348383514,12550
20200330,-0.07592485348383687,108378
20200331,-0.0759248534838368,94713
20200401,-0.18886275724931728,87690
20200402,-0.18886275724931734,87565
20200403,-0.1888627572493174,95018
20200404,-0.1888627572493174,76115
20200405,-0.18886275724931167,12287
20200406,-0.1888627572493175,106142
20200407,-0.1888627572493174,94120
20200408,-0.18886275724931734,89865
20200409,-0.1888627572493173,87221
20200410,-0.18886275724931748,96588
20200411,-0.1888627572493174,80157
20200412,-0.18886275724931104,10951
20200413,-0.18886275724931748,108245
20200414,-0.18886275724931745,97811
20200415,-0.18886275724931695,47559
20200416,-0.18886275724931725,92867
20200417,-0.18886275724931734,89835
20200418,-0.1888627572493174,78946
20200419,-0.18886275724931112,11068
20200420,-0.18886275724931748,106417
20200421,-0.1888627572493174,93843
20200422,-0.1888627572493173,85826
20200423,-0.1888627572493173,88547
20200424,-0.18886275724931734,98966
20200425,-0.18886275724931745,83821
20200426,-0.1888627572493112,12140
20200427,-0.18886275724931748,118007
20200428,-0.1888627572493174,107173
20200429,-0.18886275724931734,105358
20200430,-0.18886275724931573,27063
20200501,-0.2930699229240377,75959
20200502,-0.2930699229240376,76041
20200503,-0.2930699229240454,12888
20200504,-0.2930699229240372,122174
20200505,-0.2930699229240428,22939
20200506,-0.2930699229240374,107803
20200507,-0.2930699229240379,98155
20200508,-0.29306992292403744,100474
20200509,-0.29306992292403744,83159
20200510,-0.29306992292404543,14420
20200511,-0.2930699229240371,118326
20200512,-0.2930699229240375,100102
20200513,-0.29306992292403755,101064
20200514,-0.2930699229240377,96032
20200515,-0.2930699229240377,98234
20200516,-0.2930699229240372,97607
20200517,-0.29306992292404555,17759
20200518,-0.293069922924037,118875
20200519,-0.2930699229240374,107054
20200520,-0.2930699229240373,104362
20200521,-0.2930699229240375,102251
20200522,-0.2930699229240372,110488
20200523,-0.2930699229240373,94758
20200524,-0.2930699229240454,14916
20200525,-0.29306992292403705,129658
20200526,-0.2930699229240374,111236
20200527,-0.29306992292403755,106671
20200528,-0.2930699229240375,102267
20200529,-0.2930699229240374,109747
20200530,-0.2930699229240377,88216
20200531,-0.2930699229240455,15404
